procedure_concept_id,procedure_concept_name,n
4126114,PFR - Pelvic floor repair,1
4126761,Destruction of lesion of cheek,1
4127079,Excision of vulval lesion,1
4127085,Perineal-pull-through vaginoplasty,1
4127099,Endoscopic myomectomy,1
4127241,Shirodkar cervical cerclage,1
4127779,Closure of fistula of cerebrospinal fluid,1
4127895,Balloon tuboplasty,1
4128700,Esophagomyotomy,1
4128883,30 to 50 percent distal pancreatectomy,1
4129187,Total mastectomy and excision of part of pectoral muscles and chest wall,1
4129720,Excision of lesion of male perineum,1
4130171,Excision biopsy of female perineal lesion,1
4132399,Arthrotomy of knee with drainage,1
4135691,Arthrotomy with biopsy of hip joint,1
4136655,"Open reduction of closed sternoclavicular dislocation, chronic",1
4138127,Endoscopic operation,1
4138721,Total excision of bursa,1
4138737,Cervical polypectomy,1
4138868,Total prosthetic replacement of hip joint using cement,1
4138869,Conversion from cemented hemiarthroplasty of hip,1
4139044,Primary decompression of posterior fossa and upper cervical spinal cord and instrumentation,1
4139563,Destruction of lesion of ileostomy,1
4140260,Hair bearing graft of skin to skin of scalp,1
4140584,Lengthening of Achilles tendon,1
4140686,Mammoplasty,1
4140699,Excision of lesion of nasal septum,1
4140712,Triple arthrodesis of hindfoot,1
4140853,Ventriculocisternostomy,1
4140863,Left reduction mammoplasty,1
4140870,Correction of deformity of lip,1
4141155,Flexible cystoscopy and cystodiathermy,1
4141242,Laparoscopic interval appendectomy,1
4141287,Repair of external ear,1
4141377,Creation of lumbar subcutaneous shunt,1
4141907,Removal of internal fixation device of femur,1
4141922,Laparotomy and removal of foreign body from abdominal cavity,1
4141940,Endometrial ablation,1
4142091,Decompression of facial nerve (VII),1
4142419,Transvaginal ultrasound examination of female genital tract,1
4142827,Repair of testicular injury,1
4142960,Transfer of tendon,1
4142987,Excision of ileoanal pouch,1
4143093,Excision of lesion of extradural spinal cord,1
4143506,Revision of urostomy stoma,1
4143666,Removal of fixation from bone of face,1
4143877,Dilatation of rectal stricture,1
4144189,Phenol injection of hemorrhoid,1
4144214,Excision of benign lesion of skin of extremities,1
4144230,Dermal-fat skin graft,1
4144714,Creation of jejunostomy,1
4144794,Creation of ileo-anal pouch,1
4144797,Laparoscopic closure of perforated gastric ulcer,1
4144914,Meningocele repair,1
4145056,Transrectal needle biopsy of seminal vesicle,1
4145256,Tarsometatarsal fusion,1
4145392,Removal of bone anchored hearing aid,1
4145706,Biopsy of spine,1
4145711,Adjust fixation of mandible,1
4145877,Closure of perforated bowel ulcer,1
4145983,Excision of accessory uterus,1
4146618,Endoscopic removal of percutaneous gastrostomy,1
4146777,Radical abdominal hysterectomy,1
4146785,Arthroplasty of hip joint using cement,1
4147889,Primary open reduction of fracture of patella and fixation with tension band wiring,1
4148392,Surgical reduction of torsion of testis,1
4148948,Vascular surgery procedure,1
4152392,Removal of penetrating foreign body from cervix,1
4154201,Breast incision,1
4155844,Revision of urinary conduit,1
4158892,Nerve operation,1
4158896,Decompression of ulnar nerve,1
4159653,Operative procedure on cartilage,1
4160334,Partial excision of turbinate,1
4160997,Percutaneous transluminal angioplasty of iliac vein using fluoroscopic guidance with contrast,1
4162175,Incision and drainage of abscess of scalp,1
4162228,Type 2 tympanoplasty,1
4162333,Repair of fracture of hip by nailing using fluoroscopic guidance,1
4164385,Surgical biopsy,1
4164736,Excision of bronchogenic cyst,1
4164794,Intramedullary nailing of humerus,1
4165373,Destruction of gasserian ganglion by radiofrequency,1
4165513,Repair of hip,1
4166375,Removal of prosthesis of joint structures of elbow,1
4166431,Revision of artificial urinary sphincter around male bladder neck or sphincter,1
4166943,Tympanic membrane operation,1
4167011,Removal of tumor of temporal bone,1
4167076,Hand tendon release,1
4167185,Excision of urethral polyps,1
4167260,Laryngoscopic biopsy larynx,1
4167524,Repair of rectourethral fistula,1
4167979,Closure of rectovaginal fistula by vaginal approach,1
4168396,Dilation of cervix uteri and curettage for termination of pregnancy,1
4169838,Curettage and cauterization of skin wart,1
4170291,Incision and drainage of breast seroma,1
4170791,Percutaneous needle biopsy,1
4170798,Surgical biopsy of oral structure,1
4170799,Surgical biopsy of lip,1
4170946,Endoscopic GIT dilatation,1
4171187,Bypass gastrojejunostomy,1
4171278,Removal of implanted reservoir,1
4171373,Incision and drainage of thyroid,1
4172206,Fixation of bone fragment using Kirschner wire,1
4172453,Osteoplasty of cranium with flap of bone,1
4172600,Splanchnicotomy,1
4173489,Revision of artificial bladder neck sphincter in female,1
4174825,Removal of intracranial neurostimulator receiver,1
4175024,Excision of subcutaneous vascular malformation of extremity,1
4176803,Dilation of duct,1
4176810,Endoscopic removal from urinary system,1
4177316,Simple scrotoplasty,1
4178150,Surgical procedure on cervical spine,1
4178631,Angioplasty of carotid artery,1
4179515,Revision of conduit,1
4180007,Decompressive fasciotomy,1
4180441,Revision of repair of rotator cuff,1
4180585,Posterior colporrhaphy with mesh,1
4181652,Pyloroplasty,1
4181912,Cone biopsy of cervix,1
4183298,Incision of spermatic cord,1
4183307,Complete submucous resection of turbinate,1
4184125,Electrocoagulation of nose for epistaxis,1
4184905,Excision of lesion of femur,1
4185496,Anterior decompression of shoulder joint,1
4187629,Laparoscopic-assisted left colectomy,1
4188048,Excision of lesion of auricle of ear,1
4188358,Manual reduction of closed carpometacarpal fracture dislocation of thumb with skeletal fixation,1
4189190,"Tooth extraction, root removal of exposed roots",1
4189723,Excision of lesion of mandible,1
4190816,Thoracic esophagostomy,1
4190909,Excision of lesion of hindfoot,1
4191943,"Modified radical neck dissection of cervical lymph nodes, with preservation of accessory nerve",1
4193354,Excision of recurrent ganglion cyst of wrist,1
4193663,Excision of malignant lesion of scalp and neck,1
4193790,Removal of electronic stimulator of brain with synchronous replacement,1
4193920,Open reduction of dislocation,1
4194063,Excision of lesion from facial bone,1
4194775,Maxillary sinus endoscopy with biopsy,1
4195057,Excision biopsy of lesion of skin of head or neck,1
4195117,Closed reduction of fracture of tibia and fibula with internal fixation,1
4195136,Amputation above-knee,1
4195407,Dressing and fixation procedure,1
4195536,Closed reduction of fracture of maxilla with dental wiring,1
4195648,Laparoscopic total splenectomy,1
4196038,Creation of external-internal carotid bypass,1
4196148,Laparoscopic subtotal hysterectomy,1
4197480,Percutaneous insertion of nephrostomy tube,1
4197926,Punch biopsy of cervix,1
4198702,Creation of carotid-carotid shunt,1
4198708,Sequestrectomy,1
4199667,Biopsy of neck using ultrasound guidance,1
4200297,Resuture of perineal wound,1
4200389,Lysis of adhesions of joint,1
4200416,Repair of vesicocolic fistula,1
4200539,Open reduction of dislocation of finger,1
4200679,Instrumental dilation and stretching,1
4202223,Excision of benign tumor of rectum by transanal approach,1
4202517,Endoscopic biopsy,1
4205507,Primary repair of extensor tendon of lower limb,1
4205778,Revision of cervical total intervertebral disc prosthesis using anterior approach,1
4205780,Arthroscopic reduction of fracture of tibial plateau with internal fixation,1
4206331,Urethrostomy,1
4206490,Revision of gastrojejunal anastomosis with reconstruction with partial gastrectomy,1
4206630,Repair of sliding inguinal hernia,1
4207119,Excision of skin,1
4207134,Arthroscopy of hip with removal of foreign body,1
4207286,Vestibular nerve section by transcranial approach,1
4207384,Biopsy of spermatic cord,1
4208113,Spinal arthrodesis,1
4208236,Stereotactic excisional biopsy of intracranial lesion,1
4208374,Biopsy of joint structure of shoulder,1
4208827,Surgical repair and revision of shunt,1
4208943,High ligation and stripping of long saphenous vein,1
4209104,Closed reduction of intracapsular fracture of neck of femur and internal fixation using a dynamic hip screw,1
4209286,Excision of bone from facial bones,1
4209592,Open reduction of closed greater tuberosity fracture,1
4210138,Excision of granulation tissue of vagina,1
4210330,Division of iliotibial band,1
4210595,Excision of soft tissue,1
4212633,Costotransversectomy,1
4213456,Closure of abdominal wall dehiscence,1
4214442,Facetectomy of vertebra,1
4215569,Postoperative control of hemorrhage of adenoids,1
4216657,Ligation of spermatic cord,1
4216658,Radical cystoprostatectomy,1
4216906,Suture of laceration of external ear,1
4217023,Repair of recurrent ventral hernia,1
4217030,Excision of lesion of skin of breast,1
4217461,Open reduction of dislocation of shoulder,1
4218111,Revision of scar of skin with excision,1
4218859,Removal of osteocartilagenous loose body from joint structures,1
4219039,Excision of wrist joint synovium,1
4219221,Open reduction of diastasis of ankle mortise,1
4220520,Ventricular shunt to circulatory system,1
4221397,Dilation of rectal stricture under nonlocal anesthesia,1
4221417,Endolymphatic sac operation with shunt,1
4221687,Dilation of ileostomy stoma,1
4222439,Repair of cerebral meninges,1
4222947,Atticoantrostomy of ear,1
4223084,Excision of exostosis from external auditory canal,1
4223194,Extensor tendon realignment of hand,1
4223377,Destruction of hemorrhoids by sclerotherapy,1
4223389,Obstetrical hysterotomy,1
4223638,Delivery by Malstrom's extraction with episiotomy,1
4223839,Trigonectomy,1
4223850,Arthrotomy of finger,1
4223978,Removal of foreign body from maxillary sinus by Caldwell-Luc approach,1
4224815,Excision of preauricular lesion of ear,1
4225263,Arthroscopy of knee with meniscus repair,1
4225427,Sigmoid colectomy,1
4226834,Angioplasty of tibioperoneal artery,1
4227916,Repair of varicocele,1
4228364,Repair of bilateral direct and indirect inguinal hernias,1
4228671,Arthroplasty of carpocarpal joint with implant,1
4229117,Arthroscopy of knee with medial and lateral meniscectomy,1
4229419,Endoscopic dilation of gastrojejunostomy site,1
4229451,Construction of shunt,1
4229689,Biopsy of liver using ultrasound guidance,1
4230245,Midtarsal fusion,1
4230433,Percutaneous skeletal fixation of dislocation of carpometacarpal joint with manipulation,1
4231361,Cystourethroscopy with transurethral excision of ejaculatory duct,1
4231550,Endarterectomy and angioplasty of common femoral artery with prosthesis,1
4231671,Angioplasty of popliteal artery with prosthesis,1
4231672,Endarterectomy and angioplasty of lower limb artery,1
4231750,Transverse incision,1
4231828,Angioplasty of external iliac artery with prosthesis,1
4231914,Open reduction of fracture of foot with internal fixation,1
4231994,Division of vaginal septum,1
4232004,"Open reduction of open sternoclavicular dislocation, chronic, with fascial graft",1
4232091,Excision of malignant neoplasm of mandible,1
4232401,Division of maxilla,1
4233411,Excisional biopsy of tongue,1
4233412,Right colectomy,1
4233540,Drainage of female pelvic peritoneum by incision,1
4233685,Suture of spinal dura mater,1
4234152,External ear and external auditory canal operations,1
4234292,Excision of synovium of foot,1
4234960,Revision of transtibial amputation,1
4235219,Lengthening of tendon of upper arm,1
4235738,Prostatectomy,1
4236237,Perineorrhaphy,1
4236485,Removal of internal penile prosthesis,1
4237222,Excision of meniscus of sternoclavicular joint,1
4237289,Sympathectomy,1
4237748,Surgical removal of residual tooth roots,1
4238540,Tenodesis for rupture of long tendon of biceps,1
4238658,Excision of excessive skin and subcutaneous tissue of abdomen,1
4238999,Dilation of ureter,1
4239294,Joint capsuloplasty,1
4242107,Mastectomy for gynecomastia,1
4243654,Repair of fistula of scrotum,1
4243659,Excision of lesion of peripheral nerve,1
4243826,Incision and drainage of forefoot,1
4243829,Complicated scrotoplasty,1
4243955,Laparoscopy with aspiration,1
4243985,Mastoid antrotomy,1
4245163,Evacuation of pelvic blood clot by culdoscopy,1
4246069,Caldwell-Luc operation with removal of membrane lining,1
4246095,Arthrotomy of foot and toe,1
4246176,Core needle biopsy of seminal vesicle,1
4246608,Biopsy of clitoris,1
4246736,Cervical esophagostomy,1
4246881,Transposition of ovary,1
4247009,Surgical exposure of impacted or unerupted tooth to aid eruption,1
4247010,Open tenotomy of iliopsoas,1
4247772,Graft of skin to skin of lip and mouth,1
4247911,Incision and exploration of skin of groin,1
4249910,Injection of vestibule for destruction,1
4250788,Repair of rectovesical fistula,1
4252072,Partial submucous resection of turbinate,1
4252381,Partial excision of rib,1
4253207,Repair of bladder,1
4258410,Laparoscopic radical nephrectomy,1
4259271,Open reduction of temporomandibular dislocation,1
4259418,Reconstruction of medial collateral ligament of elbow using tendon graft,1
4259543,Arthroscopy and drilling of knee with internal fixation,1
4259551,"Partial thoracic corpectomy with decompression of spinal cord, nerve roots and cauda equina using extracavitary approach",1
4260117,Craniotomy and excision of pituitary tumor using intracranial approach,1
4260523,Neurolysis of trigeminal nerve,1
4261828,Grafting to skin of extremity,1
4262589,Flexible fiberoptic sigmoidoscopy with biopsy,1
4262784,Arthrodesis of metacarpophalangeal joint,1
4263359,Cystoscopy and cystodiathermy,1
4263634,Uteropexy,1
4263880,"Ostectomy, excision of tarsal coalition",1
4263903,Synovectomy of hand joint,1
4264655,Fenestration of vestibule with graft,1
4266210,Excision of Meckel's diverticulum,1
4266483,Exenteration of orbit,1
4266515,Incision of penis,1
4267115,"Ligamentous reconstruction of knee, extra-articular",1
4267296,Radical excision,1
4267975,Biopsy of bladder,1
4268162,Shortening of bone of ulna,1
4268598,Excision of lesion of bone of ulna,1
4268898,Foraminotomy,1
4269494,Marsupialization of spinal cyst,1
4269655,Repair of male urethrocutaneous fistula,1
4271929,Biopsy of anus,1
4273305,Tenodesis for rupture of biceps tendon at elbow,1
4273368,Linear repair of laceration of eyelid,1
4274351,Biopsy of floor of mouth,1
4275570,Repair of rectovaginal fistula,1
4275724,Repair of stoma of larynx,1
4276183,Closed reduction of fracture of radius AND ulna with internal fixation,1
4276656,Incision and deep exploration of breast,1
4277103,Delayed repair of episiotomy,1
4277126,Repair with closure of non-surgical wound,1
4278244,Percutaneous extraction of common duct stones,1
4278375,Lysis of adhesions of spinal cord,1
4278540,Excisional biopsy of joint structure of ankle,1
4278828,Removal of foreign body from breast,1
4279137,Excision of cyst of hand,1
4279452,Surgical repair and revision of pouch,1
4279760,Reconstruction of head and neck using myocutaneous flap,1
4280674,Excision of presacral tumor,1
4280947,Incision and drainage of parapharyngeal abscess by intraoral approach,1
4281075,Manipulation of vagina,1
4282485,Arthroplasty with prosthetic replacement of trapezium,1
4282855,Closure of ileal fistula,1
4285426,Incision and drainage of shoulder area for deep abscess,1
4286023,Grafting of nasal septum,1
4286947,Excisional biopsy of pelvic bone,1
4287700,Fusion of joint with bone graft,1
4287790,Posterior repair of vagina,1
4289250,Epididymectomy,1
4290682,Palmar fasciectomy with z-plasty,1
4291022,Ligation of parotid duct,1
4292431,Ligation and division of long saphenous vein at distal interruptions,1
4293893,Repair of bilateral inguinal hernias with prosthesis or graft,1
4294667,Open reduction of dislocation of hip,1
4294823,Incision and drainage of subcutaneous tissue,1
4294977,Transposition of scrotal tissue,1
4295136,Repair of urethrovesicovaginal fistula,1
4296079,Excision of lesion of parotid gland,1
4296153,Craniectomy for osteomyelitis,1
4296296,Excision of lesion of middle ear,1
4298174,Control of hemorrhage in postpartum uterus,1
4298222,Excision of lesion of subcutaneous tissue of groin,1
4298398,Endoscopy of urethra,1
4298560,Endoscopic removal of foreign body from larynx,1
4298895,Open reduction of closed clavicular fracture,1
4299615,Arthrodesis of foot,1
4299733,Endometrial biopsy,1
4299772,"Von Kraske operation, proctectomy",1
4300370,Amputation of cervix,1
4300373,Partial hysterectomy,1
4300501,Excision of rectal mucosa,1
4301338,Thoracectomy,1
4301752,Debridement of subcutaneous tissue,1
4302160,Repair of urethral fistula,1
4302299,Osteotomy for angular correction of proximal phalanx of first toe,1
4302414,Repair of middle ear,1
4302594,Resection of sternum,1
4302671,Primary coccygectomy,1
4303001,Incision and drainage of submental space by extraoral approach,1
4303053,Operative procedure on shoulder,1
4304932,Abdominal cavity operation,1
4305063,Cystoscopy,1
4305812,Arthroplasty of hand,1
4307216,Partial excision of bone of olecranon process,1
4307682,Nasopharyngoscopy,1
4308573,Decompression of orbit,1
4308648,Partial supraglottic laryngectomy,1
4309047,Trimming,1
4309429,Endoscopy of vagina,1
4311112,Decompression of cranial nerve,1
4313889,Endoscopy,1
4314005,Removal of internal fixation device of fibula,1
4315014,Anal fistulectomy,1
4315033,Replacement of prosthesis of femur,1
4319897,Repair of current obstetric laceration of uterus,1
4320701,Subtalar arthrodesis,1
4321095,Reconstruction of joint,1
4321451,Colpotomy with drainage of pelvic abscess,1
4321744,Grafting of penis,1
4321844,Ligation,1
4321857,Incision and drainage of submandibular space by extraoral approach,1
4323772,Selective denervation of peripheral nerve,1
4324119,Arthrotomy of ankle for synovectomy,1
4324784,Laser ablation of long saphenous vein,1
4326196,Dilatation using fluoroscopic guidance,1
4326507,Release of entrapment of peripheral nerve,1
4326683,Bariatric operative procedure,1
4326750,Total urethrectomy,1
4326888,Destruction of lesion of external ear,1
4327322,Biopsy of soft tissue,1
4328071,"Open reduction of closed acromioclavicular dislocation, chronic, with fascial graft",1
4328576,Arthroscopic shoulder decompression,1
4328722,Incision and exploration of testis,1
4332427,Creation of syringosubarachnoid shunt,1
4332599,Removal of lesion from spinal intradural extramedullary space,1
4332713,Bony decompression of spinal nerve root,1
4333007,Intranasal orbital decompression,1
4333008,Orbital floor implant operation,1
4333130,Intranasal dacryocystorhinostomy,1
4334394,Removal of osteoma from external auditory canal,1
4334487,Transanal resection of rectum and anastomosis using staples,1
4335460,Excision of vocal cord nodule,1
4335609,Excision of preauricular sinus,1
4336143,External auditory canal operation,1
4336291,Decompression of temporal section of facial nerve,1
4336292,Excision of cyst of spinal cord meninges,1
4336294,Repair of spinal cord meninges for cerebrospinal fluid fistula,1
4336302,Excision of spinal cord abscess,1
4336303,Excision of spinal cord hematoma,1
4336310,Biopsy of spinal nerve root lesion,1
4336700,Excision of lesion of knee joint,1
4337308,Removal of heart-lung block from donor,1
4338165,Removal of gold weight from upper eyelid,1
4339041,Revision pinnaplasty,1
4339205,Sphenoid sinusectomy,1
4341379,Cystoscopic adjustment of ureteric stent,1
4341504,Reconstruction of female bladder neck,1
4341533,Excision of multiple sebaceous cysts of scrotum,1
4341536,Total orchidectomy,1
4341905,Terminalizing reconstruction of urethra using graft other than skin,1
4342508,Vascular procedure on the penis,1
4342538,Laser therapy of ampullary tumor,1
4343020,Cystoscopy and transurethral biopsy of prostate,1
4343105,Revision of transurethral prostatectomy,1
4343109,Secondary urethrectomy,1
4343447,Repair orbital floor,1
4343457,Reconstruction of medial collateral ligament of knee joint,1
4343562,Osteotomy of lesser metatarsal neck,1
4343570,Biopsy of lesion of maxilla,1
4343578,Enucleation of lesion of maxilla,1
4343792,Fixation of fracture using screws,1
4343816,Removal of graft from mandible,1
4346306,Repair of quadriceps by tendon lengthening procedure,1
4346313,Release of common extensor origin at elbow,1
4346314,Release of common flexor origin at elbow,1
4346403,Osteotomy for alteration of bone length,1
4346412,Excision of exostosis from dorsum of foot,1
4346414,Excision of head of lesser metatarsal,1
35610430,Revisional laminectomy for decompression of lumbar spine,1
35622745,Open repair of strangulated ventral hernia,1
35624539,Left total scrotal orchidectomy,1
35624542,Right total orchidectomy,1
35624564,Surgical reduction of torsion of left testis with fixation of right testis,1
35624565,Surgical reduction of torsion of right testis with fixation of left testis,1
36714151,Parastomal herniorrhaphy,1
36714170,Umbilical hernioplasty,1
36717076,Parastomal hernioplasty,1
37016929,Prophylactic internal fixation of humerus using metal nail,1
37016930,Removal of bone screw internal fixation device from ankle,1
37016988,Craniofacial resection of nasal cavity,1
37017463,Ultrasonography guided transperineal template biopsy of prostate,1
37017600,Total omentectomy,1
37019007,Laparoscopic radical nephrectomy using robotic assistance,1
37019100,Removal of AO external fixator,1
37109515,Internal fixation of sternum,1
37110027,Removal of left breast implant,1
37111023,Percutaneous endoscopic transforaminal lumbar discectomy,1
37115753,Arthroplasty of left shoulder,1
37117184,Left above elbow amputation,1
37119243,Ultrasonography guided endovenous mechanochemical ablation of varicose vein of lower limb,1
40367967,Transposition of ulnar nerve at elbow,1
40479186,Repair of multiple tears of rotator cuff of shoulder,1
40479276,Open reduction of fracture of distal medial condyle of femur with external fixation,1
40479306,Open repair of distal tibiofibular joint,1
40479367,Incision and drainage of pilonidal cyst,1
40479673,Closure of superficial wound dehiscence,1
40479730,Open reduction of fracture of carpal bone,1
40479973,Reconstruction of extra-articular ligament for stabilization of joint,1
40480864,Laparoscopy assisted vaginal hysterectomy with bilateral salpingo-oophorectomy,1
40481296,Revisional repair of multiple tears of rotator cuff of shoulder,1
40482013,Reopening of wound of thyroid,1
40482673,Release of contracture of elbow joint,1
40483096,Bypass of stomach,1
40483533,Arthroscopic repair of superior labrum anterior to posterior tear,1
40484624,Replacement of bilateral hip joints,1
40485415,Debridement of skin and subcutaneous tissue with removal of foreign body,1
40486200,Arthroscopic release of capsule of elbow joint,1
40486536,Chevron osteotomy,1
40486636,Excision of extraadrenal paraganglioma,1
40486920,Excision of intradural lesion of base of posterior cranial fossa,1
40486971,Removal of vagal nerve stimulator,1
40487174,Fusion of joint of lumbar spine with internal fixation by anterior approach,1
40487509,Removal of external fixation device from mandible,1
40487628,Biopsy of joint of toe,1
40488284,Excision of dentigerous cyst of maxilla,1
40488378,Biopsy of abdomen using ultrasound guidance,1
40488381,Laparoscopic salpingo-oophorectomy,1
40488822,Laparotomy and decompression of intestine,1
40488948,Biopsy of facial bone,1
40489386,Biopsy of bony palate,1
40489402,Removal of loose body from knee joint,1
40489493,Incision of perianal abscess,1
40489495,Fusion of scaphotrapezial joint,1
40489502,Core decompression of head of femur,1
40489805,Craniotomy and evacuation of traumatic hematoma,1
40489810,Cystoscopy and bougienage of bladder neck using panendoscope,1
40490451,Excision of arteriovenous malformation of lower limb,1
40490486,Biopsy of joint of hip,1
40490874,Radiofrequency thermal ablation of maxillary division of trigeminal nerve,1
40490892,Laparoscopic excision of fimbrial cyst of fallopian tube,1
40490899,Laparoscopic fixation of testis,1
40491389,Surgical procedure using stereotactic ultrasound guidance,1
40491489,Rigid bronchoscopic destruction of lesion of trachea,1
40491955,Fusion of cervicothoracic region of spine by anterior approach,1
40492004,External fixation of phalanx of finger,1
40492023,Revision of anterior excision of cervical intervertebral disc,1
40492303,Incision of abscess of subcutaneous tissue,1
40492377,Cystoscopy and destruction of valve of urethra,1
40492451,Excision of ganglion cyst of finger,1
40492469,Fusion of lumbosacral region of spine with internal fixation by posterior approach,1
40492493,Reopening of cranium and reexploration of intracranial operation site,1
40492498,Fusion of thoracolumbar region of spine by posterior approach,1
40492904,Debridement of thumb,1
40493425,External fixation of radius,1
40493426,External fixation of rib,1
42535384,Fluoroscopy guided right nephrostomy,1
42536283,Reimplantation of right ureter,1
42536331,Closed reduction of fracture of left femur and internal fixation using dynamic hip screw plate,1
42536435,Revision of right total knee arthroplasty,1
42537021,Emergency lower segment cesarean section with bilateral tubal ligation,1
42537390,Repair of left femoral hernia,1
42537579,Laparoscopic repair of recurrent ventral hernia using prosthesis,1
42537790,Open repair of obstructed incisional hernia,1
42538079,Excision of left half of tongue,1
42538142,Total excision of right submandibular gland,1
42538197,Subcutaneous mastectomy of left breast with prosthetic implant,1
42538262,Laparoscopic repair of right inguinal hernia using surgical mesh,1
42538526,Laparoscopic repair of paraumbilical hernia with suture,1
42539477,Fixation of left testis,1
42709803,Closure of upper limb,1
42709815,Incision and drainage of deep abscess of lower leg,1
42709826,Incision and drainage of hematoma of lower leg,1
42872443,Excision of squamous cell carcinoma,1
42872501,Sialendoscopic removal of calculus from submandibular gland using wire basket,1
42872540,High ligation and stripping of long saphenous vein and multiple avulsions of varicose veins,1
42872582,Restoration of part of tooth using filling,1
42872587,Removal of foreign body from rectouterine pouch,1
42872596,Curettage of lesion of skin of neck,1
42872598,Excision of recurrent sebaceous cyst,1
42872609,Biopsy of lesion of cerebellum,1
42872610,Biopsy of lesion of brainstem,1
42872614,Biopsy of lesion of parietal lobe,1
42872636,Punch biopsy of vulva,1
42872679,Debridement of skin of head,1
42872799,Revision of fusion of lumbar spine,1
42872842,Primary anterior excision of lumbar disc,1
42872923,Nasopharyngolaryngoscopy,1
42873093,Biopsy of lesion of nasal sinus,1
43021551,Endoscopic control of hemorrhage of pharynx,1
43530800,Hysteroscopic sterilization by tubal cannulation and placement of intrafallopian implants,1
43531082,Open reduction of fracture of mandible with fixation,1
43531104,Open reduction of fracture of metatarsal bone with internal fixation,1
43531109,Open reduction of fracture of pelvic bone with internal fixation,1
43531115,Laparoscopic repair of femoral hernia with prosthesis,1
43531178,Removal of implant from ulna,1
43531179,Removal of implant from femur,1
43531184,Laparoscopic left oophorectomy,1
43531414,Revision of internal fixation of radius and ulna,1
43531418,Revision of internal fixation of tibia,1
43531431,Revision of internal fixation of iliac spine of pelvis,1
43531489,Revision gastrectomy,1
43531541,Laparoscopic repair of recurrent femoral hernia with prosthesis,1
43531555,Removal of implant from tibia,1
43531679,Revision of reverse polarity total prosthetic replacement of shoulder joint,1
44783077,Repair of medial ligament of talocrural joint,1
44783185,Closure of cerebrospinal fluid leak from spinal cord,1
44783187,Latarjet procedure,1
44783260,Arthrodesis of joint of wrist region,1
44783283,Local flap of skin to neck,1
44783371,Arthrotomy of joint of shoulder girdle,1
44783432,Repair of avulsion of penis,1
44783701,Ligation of ventricular shunt,1
44784361,Patch repair of perforated duodenal ulcer,1
44789458,Phenolisation of nail bed of great toe,1
44789838,Stapled haemorrhoidectomy,1
44790140,Relocation and derotation osteotomy,1
44790212,Vaginoplasty with rotational skin flaps,1
44790286,Vertebroplasty of fracture of spine,1
44790338,Paravaginal repair,1
44790448,Anterolateral lymph nodes neck dissection,1
44793590,Monitoring of pressure in tissue of brain,1
44805427,Destruction of lesion of mouth,1
44806089,Fusion of joint with extra-articular bone graft,1
44806206,Reconstruction of extra-articular ligament,1
44806333,Repair of paraumbilical hernia using suture,1
44806522,One stage urethroplasty for stricture with free graft,1
44806580,Primary anterior lumbar spine corpectomy with reconstruction,1
44806627,Partial orchidectomy,1
44806655,Suprapubic cystoscopy,1
44806772,Flexible ureteroscopy with biopsy of ureter,1
44806836,Revisional anterior lumbar discectomy,1
44807403,Ligament reconstruction of carpometacarpal joint of thumb,1
44807545,Scapholunate ligament reconstruction,1
44807555,Release of first extensor compartment of wrist,1
44807571,Sialendoscopically assisted intra-oral removal of stone from submandibular duct,1
44807612,Arthroscopic drilling of lesion of articular cartilage of knee,1
44807761,Breast reconstruction with submuscular implant,1
44807765,Immediate reconstruction of breast with submuscular implant and reconstructive tissue matrix,1
44807798,Laparoscopic sigmoid colectomy converted to open,1
44807811,Open panproctocolectomy,1
44808123,Reduction mastopexy,1
44808774,Fluoroscopy guided endoscopic insertion of tracheobronchial stent,1
44809333,Total excision of lactiferous duct,1
44809617,Laparoscopic left hemicolectomy converted to open,1
44811204,Diagnostic endoscopic examination of nasal cavity,1
44813904,Open extended right hemicolectomy,1
44814076,Primary repair of paraumbilical hernia with prosthesis,1
45766797,Laparoscopic repair of incisional hernia with prosthesis,1
45767528,Percutaneous removal of calculus from renal pelvis by incision using fluoroscopic guidance,1
45767561,Conversion from total prosthetic replacement of shoulder joint,1
45769157,Excision of pilonidal sinus and primary closure,1
46270663,Laparoscopic lysis of adhesion of peritoneum,1
46270823,Wedge resection of ingrowing toenail,1
46270875,Arthrotomy with drainage of joint of wrist,1
46270899,Removal of bone screw device from femur,1
46270908,Closed reduction of fracture of femur and internal fixation using bone nail,1
46270960,Closed reduction of fracture of distal radius and percutaneous fixation using Kirschner wire,1
46271081,Fetoscopic laser photocoagulation of placental vessel for twin to twin transfusion syndrome,1
46271309,Fusion of joint of cervical spine by anterior approach for deformity of cervical spine,1
46272750,Closure of appendicovesicostomy,1
46273052,Arthroscopic drilling of osteochondral lesion of ankle,1
46273688,Excision of scalp mass,1
